device_id,ph,turbidity_ntu,tds_ppm,water_quality_category
soil-water-monitor-2,5.21,26.96,1315.8,Critical
soil-water-monitor-2,6.61,6.79,753.1,Moderate
soil-water-monitor-2,6.97,9.46,1065.6,Unsafe
soil-water-monitor-3,7.71,2.29,313.8,Safe
soil-water-monitor-3,7.73,1.46,297.6,Safe
soil-water-monitor-3,7.29,2.45,219.3,Safe
soil-water-monitor-3,7.27,1.83,303.0,Safe
soil-water-monitor-3,7.0,2.97,315.4,Safe
soil-water-monitor-3,7.69,0.72,175.9,Safe
soil-water-monitor-1,5.76,9.52,765.3,Unsafe
soil-water-monitor-3,7.42,1.13,209.8,Safe
soil-water-monitor-2,7.03,2.03,528.0,Safe
soil-water-monitor-2,6.11,27.54,1223.2,Unsafe
soil-water-monitor-2,6.76,16.8,1490.7,Unsafe
soil-water-monitor-3,6.71,7.29,671.8,Moderate
soil-water-monitor-2,5.36,25.0,1631.9,Unsafe
soil-water-monitor-2,7.54,3.48,650.2,Safe
soil-water-monitor-3,6.24,11.68,303.2,Moderate
soil-water-monitor-3,7.14,2.88,213.6,Safe
soil-water-monitor-3,7.54,0.65,336.9,Safe
soil-water-monitor-1,6.87,7.71,654.3,Moderate
soil-water-monitor-2,4.74,72.71,2587.7,Critical
soil-water-monitor-2,6.98,0.92,202.4,Safe
soil-water-monitor-1,7.54,4.14,302.6,Safe
soil-water-monitor-3,4.51,82.7,2758.0,Critical
soil-water-monitor-3,4.32,54.07,3778.6,Critical
soil-water-monitor-1,4.78,17.54,1029.3,Critical
soil-water-monitor-3,6.79,5.39,625.4,Safe
soil-water-monitor-3,5.46,15.75,1746.8,Critical
soil-water-monitor-2,7.12,2.05,183.0,Safe
soil-water-monitor-1,6.49,10.04,620.0,Moderate
soil-water-monitor-1,7.33,4.67,250.1,Safe
soil-water-monitor-2,7.29,10.31,1516.1,Unsafe
soil-water-monitor-1,7.51,3.76,349.0,Safe
soil-water-monitor-2,7.38,1.46,374.4,Safe
soil-water-monitor-3,7.48,2.14,305.2,Safe
soil-water-monitor-1,7.3,10.76,885.7,Moderate
soil-water-monitor-3,6.17,5.04,548.3,Moderate
soil-water-monitor-3,7.21,4.15,319.9,Safe
soil-water-monitor-2,6.59,3.55,629.1,Safe
soil-water-monitor-2,4.24,13.31,2650.5,Critical
soil-water-monitor-2,6.7,1.48,250.3,Safe
soil-water-monitor-1,7.53,1.28,266.5,Safe
soil-water-monitor-2,6.32,3.23,675.0,Moderate
soil-water-monitor-2,6.23,5.25,519.4,Moderate
soil-water-monitor-2,7.45,7.48,768.4,Moderate
soil-water-monitor-3,3.44,28.18,1140.3,Critical
soil-water-monitor-1,7.22,8.75,542.5,Moderate
soil-water-monitor-3,6.44,59.87,2490.5,Critical
soil-water-monitor-1,7.37,0.0,209.1,Safe
soil-water-monitor-1,,3.0,350.8,Safe
soil-water-monitor-2,6.87,7.65,412.0,Safe
soil-water-monitor-1,6.67,6.53,558.5,Moderate
soil-water-monitor-1,8.65,0.86,397.7,Safe
soil-water-monitor-1,6.48,7.38,750.2,Moderate
soil-water-monitor-2,7.15,62.12,994.0,Unsafe
soil-water-monitor-3,6.59,4.2,196.5,Safe
soil-water-monitor-2,7.18,0.3,208.9,Safe
soil-water-monitor-2,7.31,24.15,1327.1,Unsafe
soil-water-monitor-1,5.88,3.65,591.4,Moderate
soil-water-monitor-2,5.94,39.28,899.4,Unsafe
soil-water-monitor-2,4.05,13.03,1512.9,Critical
soil-water-monitor-1,6.51,7.27,472.1,Moderate
soil-water-monitor-3,6.95,3.0,286.9,Safe
soil-water-monitor-3,6.23,5.25,421.1,Moderate
soil-water-monitor-3,7.15,33.99,2087.7,Unsafe
soil-water-monitor-3,5.42,20.08,898.8,Unsafe
soil-water-monitor-2,4.92,7.99,1947.2,Critical
soil-water-monitor-2,4.79,33.72,1092.1,Critical
soil-water-monitor-2,5.66,3.65,549.9,Moderate
soil-water-monitor-2,6.35,44.06,1551.2,Unsafe
soil-water-monitor-2,7.28,2.19,182.5,Safe
soil-water-monitor-2,6.18,4.47,555.0,Moderate
soil-water-monitor-3,7.43,4.65,308.0,Safe
soil-water-monitor-1,6.74,1.9,147.2,Safe
soil-water-monitor-2,7.02,9.94,496.1,Moderate
soil-water-monitor-1,4.12,91.68,1846.7,Critical
soil-water-monitor-1,8.17,1.26,251.7,Safe
soil-water-monitor-3,7.39,1.41,323.7,Safe
soil-water-monitor-2,6.47,7.29,637.3,Moderate
soil-water-monitor-1,7.34,3.79,227.1,Safe
soil-water-monitor-2,6.47,13.56,1758.6,Unsafe
soil-water-monitor-2,5.07,30.59,968.5,Unsafe
soil-water-monitor-1,7.53,1.15,160.4,Safe
soil-water-monitor-1,7.04,3.74,324.7,Safe
soil-water-monitor-1,,2.45,227.4,Safe
soil-water-monitor-3,7.77,3.08,430.7,Safe
soil-water-monitor-3,7.54,0.0,370.1,Safe
soil-water-monitor-2,7.13,0.96,300.8,Safe
soil-water-monitor-3,6.53,3.33,274.6,Safe
soil-water-monitor-1,7.1,6.28,952.5,Moderate
soil-water-monitor-1,6.85,0.85,328.6,Safe
soil-water-monitor-3,6.42,2.89,754.8,Safe
soil-water-monitor-1,,8.07,302.6,Safe
soil-water-monitor-2,6.62,6.23,757.5,Moderate
soil-water-monitor-1,5.63,4.9,340.5,Moderate
soil-water-monitor-2,5.76,30.51,1686.6,Critical
soil-water-monitor-2,6.21,4.67,513.6,Safe
soil-water-monitor-2,5.19,70.22,1428.4,Critical
soil-water-monitor-3,6.8,1.03,276.7,Safe
soil-water-monitor-2,5.23,36.2,1600.3,Critical
soil-water-monitor-2,6.29,22.79,1593.3,Unsafe
soil-water-monitor-1,6.89,6.87,746.7,Moderate
soil-water-monitor-1,7.4,0.05,353.8,Safe
soil-water-monitor-1,3.89,55.61,2132.3,Critical
soil-water-monitor-3,6.38,15.93,1389.5,Unsafe
soil-water-monitor-3,7.23,6.41,762.4,Safe
soil-water-monitor-1,7.6,4.6,414.1,Safe
soil-water-monitor-1,5.38,19.49,1245.1,Critical
soil-water-monitor-1,6.8,2.65,346.4,Safe
soil-water-monitor-2,5.73,8.86,688.1,Unsafe
soil-water-monitor-2,7.53,4.48,191.9,Safe
soil-water-monitor-2,7.8,1.82,455.5,Safe
soil-water-monitor-3,6.8,5.31,835.4,Safe
soil-water-monitor-1,7.14,2.53,177.0,Safe
soil-water-monitor-2,7.07,1.59,212.6,Safe
soil-water-monitor-2,7.47,0.33,196.2,Safe
soil-water-monitor-3,6.28,9.74,697.8,Moderate
soil-water-monitor-1,6.86,3.69,528.5,Safe
soil-water-monitor-2,7.38,3.98,203.4,Safe
soil-water-monitor-2,5.86,3.39,513.5,Moderate
soil-water-monitor-2,6.93,6.81,645.3,Moderate
soil-water-monitor-1,7.17,5.04,290.9,Safe
soil-water-monitor-3,5.94,60.63,2826.9,Critical
soil-water-monitor-1,6.93,1.05,248.0,Safe
soil-water-monitor-1,6.41,31.71,1371.6,Unsafe
soil-water-monitor-2,4.18,93.72,2146.1,Critical
soil-water-monitor-3,5.65,8.68,520.3,Unsafe
soil-water-monitor-1,5.85,20.97,1021.6,Unsafe
soil-water-monitor-3,6.37,21.19,1681.1,Unsafe
soil-water-monitor-1,7.09,2.31,222.5,Safe
soil-water-monitor-2,7.58,0.0,332.9,Safe
soil-water-monitor-2,7.41,2.4,240.1,Safe
soil-water-monitor-2,6.85,0.43,316.0,Safe
soil-water-monitor-3,6.18,8.27,380.9,Moderate
soil-water-monitor-3,7.55,0.41,384.1,Safe
soil-water-monitor-3,6.65,7.34,814.5,Moderate
soil-water-monitor-2,7.05,0.16,239.4,Safe
soil-water-monitor-3,8.04,1.18,224.1,Safe
soil-water-monitor-2,7.14,9.19,567.5,Moderate
soil-water-monitor-2,6.57,0.39,441.8,Safe
soil-water-monitor-3,5.83,16.84,1142.5,Unsafe
soil-water-monitor-2,8.1,5.71,174.4,Safe
soil-water-monitor-1,7.56,1.27,368.4,Safe
soil-water-monitor-1,8.13,22.53,1515.8,Unsafe
soil-water-monitor-2,7.15,0.86,251.7,Safe
soil-water-monitor-2,7.88,0.34,222.6,Safe
soil-water-monitor-2,7.84,0.85,441.7,Safe
soil-water-monitor-2,6.21,13.8,563.9,Unsafe
soil-water-monitor-2,7.35,1.91,193.5,Safe
soil-water-monitor-3,6.07,26.43,1533.3,Unsafe
soil-water-monitor-2,6.36,5.9,496.7,Moderate
soil-water-monitor-2,4.68,11.67,1722.6,Critical
soil-water-monitor-2,6.51,6.34,783.6,Moderate
soil-water-monitor-1,5.79,11.14,2507.1,Critical
soil-water-monitor-3,6.72,3.52,822.6,Safe
soil-water-monitor-2,7.25,0.0,213.9,Safe
soil-water-monitor-2,7.19,1.87,222.9,Safe
soil-water-monitor-3,6.22,11.89,743.0,Moderate
soil-water-monitor-3,7.03,0.65,281.4,Safe
soil-water-monitor-2,4.54,26.3,941.1,Unsafe
soil-water-monitor-3,4.4,99.76,2310.8,Critical
soil-water-monitor-1,7.14,3.04,85.4,Safe
soil-water-monitor-2,7.81,0.56,314.1,Safe
soil-water-monitor-1,6.64,0.0,312.5,Safe
soil-water-monitor-1,6.04,31.91,1739.7,Unsafe
soil-water-monitor-2,7.24,0.0,144.9,Safe
soil-water-monitor-2,8.02,3.26,254.9,Safe
soil-water-monitor-1,7.14,2.25,387.2,Safe
soil-water-monitor-3,,0.08,287.4,Safe
soil-water-monitor-3,2.81,72.3,1725.8,Critical
soil-water-monitor-3,7.69,2.54,255.9,Safe
soil-water-monitor-3,7.36,9.24,807.0,Moderate
soil-water-monitor-2,7.15,2.83,245.5,Safe
soil-water-monitor-3,5.91,93.28,2034.1,Critical
soil-water-monitor-2,6.67,2.17,610.6,Safe
soil-water-monitor-2,8.13,4.51,321.3,Safe
soil-water-monitor-1,7.36,1.86,501.0,Safe
soil-water-monitor-3,6.72,0.85,382.2,Safe
soil-water-monitor-2,7.96,2.24,492.6,Safe
soil-water-monitor-1,6.43,9.74,1186.0,Unsafe
soil-water-monitor-1,6.61,6.22,683.5,Moderate
soil-water-monitor-3,6.69,4.67,1023.6,Moderate
soil-water-monitor-3,6.57,2.44,204.2,Safe
soil-water-monitor-3,6.74,24.59,1634.4,Unsafe
soil-water-monitor-3,6.24,18.9,1330.5,Unsafe
soil-water-monitor-2,7.18,3.38,440.8,Safe
soil-water-monitor-3,6.83,1.75,183.1,Safe
soil-water-monitor-3,6.34,1.54,331.3,Safe
soil-water-monitor-2,7.95,1.21,153.1,Safe
soil-water-monitor-2,6.7,6.6,756.5,Moderate
soil-water-monitor-3,6.14,12.37,653.5,Unsafe
soil-water-monitor-3,7.07,2.9,275.5,Safe
soil-water-monitor-2,7.84,1.22,434.1,Safe
soil-water-monitor-1,6.59,4.55,201.8,Safe
soil-water-monitor-1,6.45,14.89,824.8,Moderate
soil-water-monitor-2,4.75,34.48,1729.3,Critical
soil-water-monitor-1,5.99,6.57,567.5,Moderate
soil-water-monitor-1,7.39,1.54,349.3,Safe
soil-water-monitor-3,7.68,0.22,207.0,Safe
soil-water-monitor-1,7.64,0.12,258.5,Safe
soil-water-monitor-2,6.25,22.28,1475.7,Unsafe
soil-water-monitor-2,6.89,10.31,404.5,Safe
soil-water-monitor-3,4.94,83.43,2617.9,Critical
soil-water-monitor-3,7.04,1.74,270.2,Safe
soil-water-monitor-2,6.42,19.59,1010.5,Unsafe
soil-water-monitor-2,6.69,10.66,463.3,Safe
soil-water-monitor-2,4.55,57.19,3541.6,Critical
soil-water-monitor-1,7.47,1.79,347.2,Safe
soil-water-monitor-2,7.23,2.6,365.5,Safe
soil-water-monitor-1,7.07,0.0,370.0,Safe
soil-water-monitor-2,7.68,0.37,447.6,Safe
soil-water-monitor-2,7.51,1.63,294.5,Safe
soil-water-monitor-1,4.51,21.13,1388.5,Critical
soil-water-monitor-3,5.73,12.28,1213.1,Unsafe
soil-water-monitor-3,7.41,2.68,305.6,Safe
soil-water-monitor-2,6.96,3.8,283.1,Safe
soil-water-monitor-1,7.31,3.15,942.9,Safe
soil-water-monitor-1,3.17,77.27,2068.0,Critical
soil-water-monitor-2,7.39,2.66,312.1,Safe
soil-water-monitor-3,7.31,2.79,227.3,Safe
soil-water-monitor-1,6.56,7.04,648.5,Moderate
soil-water-monitor-1,7.1,3.37,288.7,Safe
soil-water-monitor-2,6.83,11.92,798.8,Moderate
soil-water-monitor-3,7.48,2.38,651.5,Safe
soil-water-monitor-3,6.48,7.56,562.8,Moderate
soil-water-monitor-2,4.93,10.3,1008.4,Critical
soil-water-monitor-3,6.94,0.56,254.1,Safe
soil-water-monitor-1,6.57,11.89,616.5,Moderate
soil-water-monitor-1,6.28,10.12,463.7,Moderate
soil-water-monitor-3,7.21,5.16,686.4,Moderate
soil-water-monitor-3,4.52,17.39,844.7,Unsafe
soil-water-monitor-2,7.46,3.5,350.7,Safe
soil-water-monitor-3,6.89,7.72,821.5,Moderate
soil-water-monitor-2,6.87,4.7,622.9,Safe
soil-water-monitor-1,7.05,3.57,187.6,Safe
soil-water-monitor-1,,3.83,280.7,Safe
soil-water-monitor-1,7.15,17.42,1603.7,Unsafe
soil-water-monitor-3,6.81,4.2,182.7,Safe
soil-water-monitor-2,7.56,0.14,176.9,Safe
soil-water-monitor-1,6.27,0.86,437.6,Safe
soil-water-monitor-3,4.84,31.75,1680.3,Critical
soil-water-monitor-1,6.12,7.0,608.6,Moderate
soil-water-monitor-2,6.18,7.54,669.7,Moderate
soil-water-monitor-1,6.72,9.53,595.3,Moderate
soil-water-monitor-1,6.07,50.58,1100.8,Unsafe
soil-water-monitor-3,7.65,3.0,264.2,Safe
soil-water-monitor-2,6.14,6.06,882.3,Moderate
soil-water-monitor-3,,0.53,116.0,Safe
soil-water-monitor-3,6.78,14.67,595.6,Moderate
soil-water-monitor-1,6.55,5.05,376.8,Moderate
soil-water-monitor-3,7.13,1.62,153.6,Safe
soil-water-monitor-2,7.64,2.46,333.4,Safe
soil-water-monitor-2,7.94,1.23,248.7,Safe
soil-water-monitor-3,6.02,6.18,703.4,Unsafe
soil-water-monitor-1,6.06,18.26,1149.8,Unsafe
soil-water-monitor-1,5.3,39.67,1383.5,Critical
soil-water-monitor-1,5.89,11.87,571.7,Moderate
soil-water-monitor-3,7.2,1.31,380.4,Safe
soil-water-monitor-2,6.59,9.12,688.6,Moderate
soil-water-monitor-2,7.4,0.28,375.5,Safe
soil-water-monitor-2,7.19,3.21,166.6,Safe
soil-water-monitor-3,8.24,0.0,219.7,Safe
soil-water-monitor-1,7.61,15.06,916.6,Moderate
soil-water-monitor-2,6.54,8.57,667.1,Moderate
soil-water-monitor-2,5.35,26.92,2178.3,Critical
soil-water-monitor-1,6.28,6.86,723.7,Moderate
soil-water-monitor-2,3.13,54.76,2090.1,Critical
soil-water-monitor-3,6.89,10.43,488.1,Moderate
soil-water-monitor-2,6.82,2.38,399.9,Safe
soil-water-monitor-1,5.64,32.92,1588.2,Unsafe
soil-water-monitor-1,7.02,0.0,183.5,Safe
soil-water-monitor-2,6.92,1.02,274.0,Safe
soil-water-monitor-3,6.73,7.62,757.9,Moderate
soil-water-monitor-1,7.28,0.0,426.2,Safe
soil-water-monitor-1,6.31,1.33,271.9,Safe
soil-water-monitor-3,6.99,5.47,259.7,Safe
soil-water-monitor-3,7.43,1.84,494.4,Safe
soil-water-monitor-1,6.89,1.94,345.2,Safe
soil-water-monitor-1,7.37,2.56,320.5,Safe
soil-water-monitor-3,6.82,3.79,268.0,Safe
soil-water-monitor-1,7.17,0.0,358.7,Safe
soil-water-monitor-1,5.4,8.17,1930.8,Unsafe
soil-water-monitor-2,7.76,2.7,213.2,Safe
soil-water-monitor-3,5.62,38.74,1253.3,Unsafe
soil-water-monitor-1,7.31,6.06,383.1,Safe
soil-water-monitor-1,7.14,4.99,169.2,Safe
soil-water-monitor-2,6.86,4.98,768.4,Moderate
soil-water-monitor-2,5.09,13.43,1997.0,Critical
soil-water-monitor-3,7.3,3.54,279.4,Safe
soil-water-monitor-3,7.86,4.11,238.3,Safe
soil-water-monitor-2,6.31,26.5,1202.7,Unsafe
soil-water-monitor-3,5.6,32.57,1991.3,Critical
soil-water-monitor-1,6.38,5.2,737.6,Moderate
soil-water-monitor-2,6.87,0.23,208.3,Safe
soil-water-monitor-1,7.92,1.56,214.8,Safe
soil-water-monitor-2,6.7,4.02,577.8,Safe
soil-water-monitor-1,6.92,9.04,511.8,Moderate
soil-water-monitor-2,8.22,0.56,327.9,Safe
soil-water-monitor-1,7.87,0.99,325.2,Safe
soil-water-monitor-2,7.03,4.11,347.8,Safe
soil-water-monitor-2,5.5,13.51,1294.6,Unsafe
soil-water-monitor-2,7.08,2.69,199.4,Safe
soil-water-monitor-2,2.77,73.99,2823.7,Critical
soil-water-monitor-3,6.65,3.9,150.8,Safe
soil-water-monitor-1,7.68,6.28,248.3,Safe
soil-water-monitor-2,7.78,0.24,502.3,Safe
soil-water-monitor-1,7.31,0.99,309.8,Safe
soil-water-monitor-2,7.08,2.97,181.1,Safe
soil-water-monitor-2,7.28,0.32,265.8,Safe
soil-water-monitor-2,7.02,0.79,229.7,Safe
soil-water-monitor-2,6.19,20.27,1458.3,Unsafe
soil-water-monitor-1,6.66,2.04,523.7,Safe
soil-water-monitor-1,6.8,9.79,649.2,Moderate
soil-water-monitor-2,6.16,28.42,1433.4,Unsafe
soil-water-monitor-2,6.46,10.1,730.8,Moderate
soil-water-monitor-3,7.0,4.4,399.4,Safe
soil-water-monitor-1,6.79,2.96,288.4,Safe
soil-water-monitor-1,5.73,19.14,1130.8,Unsafe
soil-water-monitor-3,7.07,0.0,373.6,Safe
soil-water-monitor-1,5.56,38.47,1172.8,Unsafe
soil-water-monitor-2,6.69,2.82,203.3,Safe
soil-water-monitor-1,,1.91,282.5,Safe
soil-water-monitor-3,7.78,4.1,481.8,Safe
soil-water-monitor-1,8.11,0.83,224.6,Safe
soil-water-monitor-2,7.96,0.93,257.6,Safe
soil-water-monitor-2,7.63,4.31,152.1,Safe
soil-water-monitor-1,6.42,2.73,140.8,Safe
soil-water-monitor-2,7.39,20.49,1208.0,Unsafe
soil-water-monitor-1,5.98,3.83,339.7,Moderate
soil-water-monitor-1,6.92,1.35,138.3,Safe
soil-water-monitor-1,6.31,1.24,255.8,Safe
soil-water-monitor-2,6.49,5.28,522.9,Moderate
soil-water-monitor-3,7.89,3.25,211.2,Safe
soil-water-monitor-3,6.62,5.55,285.3,Safe
soil-water-monitor-2,6.17,4.6,791.1,Moderate
soil-water-monitor-1,6.83,6.01,645.2,Moderate
soil-water-monitor-2,4.21,25.81,1375.9,Critical
soil-water-monitor-1,7.65,4.01,259.9,Safe
soil-water-monitor-3,7.73,1.39,265.0,Safe
soil-water-monitor-1,,26.58,2933.9,Critical
soil-water-monitor-2,7.37,3.0,277.2,Safe
soil-water-monitor-3,7.2,1.93,520.7,Safe
soil-water-monitor-2,6.86,0.0,200.6,Safe
soil-water-monitor-3,7.1,44.76,476.6,Moderate
soil-water-monitor-3,6.93,3.86,363.1,Safe
soil-water-monitor-3,6.16,28.94,3449.8,Unsafe
soil-water-monitor-2,6.82,4.27,585.1,Safe
soil-water-monitor-2,7.53,3.19,314.6,Safe
soil-water-monitor-2,7.28,1.5,333.6,Safe
soil-water-monitor-3,7.76,0.0,249.5,Safe
soil-water-monitor-2,7.75,0.51,386.1,Safe
soil-water-monitor-2,7.8,0.33,467.5,Safe
soil-water-monitor-1,7.02,7.0,579.0,Moderate
soil-water-monitor-2,,32.42,1051.2,Unsafe
soil-water-monitor-2,7.35,1.81,211.4,Safe
soil-water-monitor-2,6.93,2.79,213.6,Safe
soil-water-monitor-1,7.06,4.16,658.5,Safe
soil-water-monitor-2,6.19,32.8,977.7,Unsafe
soil-water-monitor-3,5.76,23.41,1518.6,Unsafe
soil-water-monitor-2,7.3,1.7,310.3,Safe
soil-water-monitor-3,7.04,1.02,295.0,Safe
soil-water-monitor-2,7.48,34.04,1616.6,Unsafe
soil-water-monitor-3,6.92,0.15,321.2,Safe
soil-water-monitor-2,7.54,9.01,659.1,Moderate
soil-water-monitor-2,7.56,0.36,222.3,Safe
soil-water-monitor-2,7.09,0.01,304.6,Safe
soil-water-monitor-3,6.31,4.42,859.5,Safe
soil-water-monitor-2,7.68,1.45,302.4,Safe
soil-water-monitor-1,7.54,4.54,168.5,Safe
soil-water-monitor-2,7.82,0.0,336.2,Safe
soil-water-monitor-1,,1.87,447.9,Safe
soil-water-monitor-1,7.26,1.33,480.7,Safe
soil-water-monitor-1,6.32,0.22,287.6,Safe
soil-water-monitor-2,7.51,4.9,192.6,Safe
soil-water-monitor-1,7.0,0.76,295.5,Safe
soil-water-monitor-3,6.94,2.97,365.5,Safe
soil-water-monitor-3,7.17,1.89,233.3,Safe
soil-water-monitor-1,7.6,1.58,278.4,Safe
soil-water-monitor-1,7.16,2.33,183.8,Safe
soil-water-monitor-1,7.36,3.48,273.7,Safe
soil-water-monitor-1,6.7,2.46,667.5,Safe
soil-water-monitor-1,6.77,11.4,908.0,Moderate
soil-water-monitor-2,7.08,3.91,429.7,Safe
soil-water-monitor-2,7.08,3.84,265.7,Safe
soil-water-monitor-2,7.71,2.12,227.4,Safe
soil-water-monitor-2,7.34,4.94,419.1,Safe
soil-water-monitor-3,7.5,0.0,256.8,Safe
soil-water-monitor-1,6.95,2.47,231.2,Safe
soil-water-monitor-2,6.12,5.03,543.0,Moderate
soil-water-monitor-3,6.79,4.54,202.5,Safe
soil-water-monitor-2,6.96,1.17,397.2,Safe
soil-water-monitor-1,7.61,2.6,418.2,Safe
soil-water-monitor-3,2.44,43.1,2430.3,Critical
soil-water-monitor-3,6.51,10.04,556.1,Moderate
soil-water-monitor-3,4.25,97.94,3394.3,Critical
soil-water-monitor-2,,3.31,352.0,Safe
soil-water-monitor-1,7.22,0.0,183.2,Safe
soil-water-monitor-3,6.83,17.53,1405.8,Unsafe
soil-water-monitor-2,6.29,2.41,774.3,Moderate
soil-water-monitor-2,6.79,3.74,190.3,Safe
soil-water-monitor-1,4.96,27.36,1915.7,Critical
soil-water-monitor-2,3.83,109.08,2061.2,Critical
soil-water-monitor-3,5.92,8.98,1033.6,Unsafe
soil-water-monitor-2,7.43,3.65,287.9,Safe
soil-water-monitor-2,,23.96,1358.9,Critical
soil-water-monitor-1,4.44,16.36,2997.9,Critical
soil-water-monitor-1,5.34,41.01,1171.9,Critical
soil-water-monitor-2,6.53,5.35,582.5,Moderate
soil-water-monitor-1,6.55,4.25,516.2,Moderate
soil-water-monitor-3,4.71,5.27,870.5,Unsafe
soil-water-monitor-3,3.77,37.72,3215.7,Critical
soil-water-monitor-1,5.01,3.19,796.3,Unsafe
soil-water-monitor-1,6.58,5.79,638.4,Safe
soil-water-monitor-3,7.34,7.49,735.0,Moderate
soil-water-monitor-1,4.47,62.88,2427.6,Critical
soil-water-monitor-3,7.67,2.83,516.3,Safe
soil-water-monitor-3,7.0,2.18,155.8,Safe
soil-water-monitor-2,7.58,4.82,422.4,Safe
soil-water-monitor-2,2.7,30.71,2397.9,Critical
soil-water-monitor-1,7.64,0.47,248.3,Safe
soil-water-monitor-1,6.41,4.82,652.4,Moderate
soil-water-monitor-3,7.29,1.49,259.0,Safe
soil-water-monitor-2,7.49,2.17,194.8,Safe
soil-water-monitor-1,5.28,19.26,1604.4,Unsafe
soil-water-monitor-1,6.86,1.02,359.2,Safe
soil-water-monitor-3,5.18,125.68,1537.9,Critical
soil-water-monitor-3,7.3,2.49,266.7,Safe
soil-water-monitor-3,7.06,7.81,492.5,Moderate
soil-water-monitor-3,,2.84,769.6,Moderate
soil-water-monitor-1,5.65,8.99,808.3,Unsafe
soil-water-monitor-2,7.95,2.74,227.7,Safe
soil-water-monitor-3,7.59,5.43,733.8,Safe
soil-water-monitor-2,7.08,4.46,262.8,Safe
soil-water-monitor-1,7.09,0.6,126.4,Safe
soil-water-monitor-2,7.57,3.57,283.8,Safe
soil-water-monitor-1,6.77,5.34,541.6,Moderate
soil-water-monitor-1,7.3,3.94,225.9,Safe
soil-water-monitor-3,6.26,20.09,1345.1,Unsafe
soil-water-monitor-1,7.42,4.85,308.1,Safe
soil-water-monitor-1,7.26,0.0,320.1,Safe
soil-water-monitor-2,6.9,1.22,283.0,Safe
soil-water-monitor-1,6.48,6.44,834.1,Moderate
soil-water-monitor-3,6.39,24.69,1232.0,Unsafe
soil-water-monitor-1,7.29,3.18,319.3,Safe
soil-water-monitor-1,5.66,19.22,1641.5,Unsafe
soil-water-monitor-3,6.7,6.88,830.7,Safe
soil-water-monitor-2,6.04,31.89,1359.3,Unsafe
soil-water-monitor-3,7.8,5.82,212.4,Safe
soil-water-monitor-1,6.11,7.95,539.7,Moderate
soil-water-monitor-3,5.78,24.56,1008.3,Unsafe
soil-water-monitor-1,,15.9,913.3,Unsafe
soil-water-monitor-3,6.72,10.03,880.0,Moderate
soil-water-monitor-2,8.29,0.45,273.3,Safe
soil-water-monitor-3,6.9,32.03,807.1,Moderate
soil-water-monitor-2,7.41,1.9,141.6,Safe
soil-water-monitor-2,7.26,1.29,323.2,Safe
soil-water-monitor-3,6.4,7.67,694.1,Moderate
soil-water-monitor-2,7.43,2.45,307.7,Safe
soil-water-monitor-3,6.82,2.48,215.5,Safe
soil-water-monitor-2,7.69,0.0,236.0,Safe
soil-water-monitor-3,7.47,2.29,219.1,Safe
soil-water-monitor-1,7.32,1.38,134.6,Safe
soil-water-monitor-1,7.57,4.02,299.7,Safe
soil-water-monitor-1,7.02,1.4,81.1,Safe
soil-water-monitor-2,7.76,4.22,224.7,Safe
soil-water-monitor-2,6.28,7.02,884.0,Moderate
soil-water-monitor-3,,3.76,214.2,Safe
soil-water-monitor-3,7.75,3.21,658.6,Safe
soil-water-monitor-1,6.28,10.18,721.7,Unsafe
soil-water-monitor-2,8.16,2.82,342.1,Safe
soil-water-monitor-3,6.48,13.59,703.8,Moderate
soil-water-monitor-3,6.07,4.58,204.8,Safe
soil-water-monitor-1,7.94,3.54,230.7,Safe
soil-water-monitor-3,6.83,10.07,721.4,Moderate
soil-water-monitor-2,6.77,1.63,303.1,Safe
soil-water-monitor-2,4.74,79.2,2740.9,Critical
soil-water-monitor-3,6.84,2.97,253.1,Safe
soil-water-monitor-3,6.73,0.92,292.1,Safe
soil-water-monitor-1,8.11,0.25,211.8,Safe
soil-water-monitor-1,5.52,20.37,1553.3,Unsafe
soil-water-monitor-1,,3.14,244.0,Safe
soil-water-monitor-1,6.89,8.34,569.1,Moderate
soil-water-monitor-1,7.26,2.79,334.3,Safe
soil-water-monitor-3,6.97,0.0,392.9,Safe
soil-water-monitor-1,7.01,0.0,234.6,Safe
soil-water-monitor-2,6.69,17.55,1060.7,Unsafe
soil-water-monitor-1,6.76,2.44,214.8,Safe
soil-water-monitor-1,6.02,3.72,672.8,Moderate
soil-water-monitor-3,5.82,33.63,859.5,Unsafe
soil-water-monitor-2,7.11,5.19,516.0,Safe
soil-water-monitor-1,4.87,23.42,1340.4,Critical
soil-water-monitor-1,7.94,0.18,342.4,Safe
soil-water-monitor-2,7.95,4.09,174.0,Safe
soil-water-monitor-3,7.6,1.04,168.5,Safe
soil-water-monitor-2,7.21,1.1,311.9,Safe
soil-water-monitor-2,7.31,0.59,398.3,Safe
soil-water-monitor-1,6.82,2.51,239.6,Safe
soil-water-monitor-3,6.84,3.41,240.7,Safe
soil-water-monitor-3,7.25,0.24,309.7,Safe
soil-water-monitor-2,6.85,6.06,543.8,Moderate
soil-water-monitor-2,7.8,2.85,299.9,Safe
soil-water-monitor-2,7.31,2.27,280.9,Safe
soil-water-monitor-3,6.2,6.89,579.4,Unsafe
soil-water-monitor-1,7.53,1.47,398.8,Safe
soil-water-monitor-1,6.2,26.74,1496.5,Unsafe
